,hits_available,start_time,reward,description,title,keywords,requester_id,time_alloted,tasktype,ageminutes,leftminutes,location,totalapproved,approvalrate,master,hitGroupsAvailableUI,hitsArrived,hitsAvailableUI,hitsCompleted,rewardsArrived,rewardsCompleted,percHitsCompleted,percHitsPosted,diffHits,diffHitsUI,diffGroups,diffGroupsUI,diffRewards
0,0.3076544763303581,0.0,0.016878290037392833,0.015773483502555384,0.02247193945569683,0.07248340071904823,0.027077190839223268,0.034104319392745046,0.018351626951284186,0.3265117109847013,0.0856321417907609,0.01305989258320295,0.05999501249967678,0.0,6.5149133538133114e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.2081966290251986,0.0,0.051011516668304176,0.06018712500327836,0.1857896661129864,0.07797038855099206,0.025675152623621696,0.07078127805956579,0.011945835998972565,0.2347550946349708,0.05813221376242517,0.0105159898851358,0.004825549829113468,0.0,0.00021355984543522898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.7011504760720156,0.0,0.03898477163310969,0.005122472829387747,0.08414409825716747,0.08528312266814198,0.006244790665557035,0.002483638924992283,0.0015640371478314367,0.06683496553521967,0.008082569056896338,8.686240949242205e-06,9.085968668173414e-05,0.0,5.511282049746813e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.2190312760144591,0.0,0.05310576126156375,0.1284961564401625,0.06316409396822467,0.15668100912603988,0.03843832954994308,0.05566128037774082,0.021919877856851223,0.13185861246297503,0.061724649865971475,0.05158712931220979,0.018331321077357063,0.0,5.026865015820573e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.39340948192965813,0.0,0.07399170934803659,0.0779746335770914,0.03496172361463484,0.21226101803143493,0.03494183757987422,0.03369063749257896,0.016146513299948418,0.09631236613833213,0.0187357382916568,0.0038309759911416214,0.003346123173924518,0.0,0.00039724153168751005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.19302531625205063,0.0,0.17874222559670372,0.023955026792741037,0.07107907275530344,0.07533895673448016,0.03266756302193342,0.027493981960643576,0.004476135591069492,0.32704490575919903,0.0631830376065607,0.00024997970749551183,0.0025372267427479817,0.0,0.00020657147907141783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.28531036904987844,0.0,0.03291615990145274,0.07079287539462888,0.046093783771393185,0.1969244650465983,0.10243799798250208,0.05396550174823136,0.017848742586988625,0.08647455002466854,0.09277391471524442,0.0038458088169789845,0.009991543096544611,0.0,0.0006242878648899962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5777698605132133,0.0,0.013180914330937044,0.04821441883694276,0.04396516138067898,0.017470934474209606,0.15097847776186124,0.03313072915546791,0.0065795688975648,0.06674628657640003,0.021583473884060657,0.01936769157255035,0.0006326849763597839,0.0,0.0003797976397534964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.3960356718317828,0.0,0.045202909872507746,0.05012670171857308,0.0838047063530831,0.14004771912767427,0.04770626624707159,0.016317378877031406,0.024005955041438896,0.10485740825189974,0.09115323482316072,0.0004141491065977133,0.00029069941131511413,0.0,3.719933786390649e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4655289721364727,0.0,0.01864186200063392,0.08395589465725535,0.23847667562062977,0.02088927734847128,0.02415649105203702,0.011122028541495297,0.014817816670021643,0.08274655481361635,0.038495681380290664,0.0003512148171002222,0.0005574802926384673,0.0,0.0002600506693374056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
