,hits_available,start_time,reward,description,title,keywords,requester_id,time_alloted,tasktype,ageminutes,leftminutes,location,totalapproved,approvalrate,master,hitGroupsAvailableUI,hitsArrived,hitsAvailableUI,hitsCompleted,rewardsArrived,rewardsCompleted,percHitsCompleted,percHitsPosted,diffHits,diffHitsUI,diffGroups,diffGroupsUI,diffRewards
0,0.6230427477579099,0.0,0.037582511201997015,0.054425078529740205,0.05421833882677276,0.05740019386315336,0.04797778538777221,0.010658998309154104,0.08793665241505128,0.013421413372086298,0.010397908094318488,0.0005117800744426162,0.0005143370008695768,0.0,0.0019122551667320306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.28626365261690134,0.0,0.018206695854906696,0.0935418393310262,0.08529724717960964,0.014573328049395982,0.05960738879701953,0.03840699189190446,0.023994545986731453,0.1663996671473836,0.03453950475899457,0.001992311471205274,0.003478038030808124,0.0,0.17369878888411294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.3845475346019916,0.0,0.01960469628737759,0.08265916759961549,0.037695412710621594,0.03187114562045283,0.2158560167189797,0.027619534563256408,0.022812369623003845,0.12701800262407342,0.045000884990510734,0.00208831091724288,0.002490087017088448,0.0,0.0007368367257853631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.21118525809132405,0.0,0.020781906575333842,0.16327039678599464,0.10865072736166798,0.025968935681814687,0.08390646159522676,0.03644187753279896,0.12139481743595075,0.19246221187251147,0.03273139828918842,0.001277195459647399,0.0018575043062452952,0.0,7.130901229563721e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.3000491001472694,0.0,0.13422664138993493,0.0694612538474183,0.10352106111757023,0.06788844926661289,0.06723746874999635,0.056037438667182596,0.023903877121495207,0.09785177197260532,0.050038656157757586,0.006663669676316288,0.02137592794018096,0.0,0.0017446839456600677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.7447245733813284,0.0,0.03210669953131854,0.03288782043345174,0.02277250409020129,0.028747699816107374,0.032204636394043765,0.03497360415435817,0.022994850675953894,0.025123419229485296,0.014761205329475566,0.0059850927630791,0.0007793186412605126,0.0,0.0019385755599356483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.47503105557646685,0.0,0.048862138820471274,0.040802204831699246,0.022589748530230765,0.021780141601561435,0.11424268301815799,0.02959560604127972,0.01602357695373806,0.09828685821464354,0.01685327889055392,0.004943026934984225,0.058178644127755016,0.0,0.05281103645845789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.28165213943283507,0.0,0.190200481681157,0.025659422855104582,0.007278150005204878,0.19647932563132625,0.05104058246964632,0.03156402570165675,0.01503144241524187,0.05641866095648461,0.01545096356462482,0.00021744002990882526,0.1267503123961779,0.0,0.0022570528606312896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.29121410804193726,0.0,0.017472074407887075,0.021743025362858107,0.07148567938245666,0.032954032380277415,0.07603733318912054,0.3069436700616806,0.011085296587117693,0.1365116447831554,0.0278827126806869,0.0014886997552054635,0.0022775465727549564,0.0,0.0029041767948619983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.4093618743276024,0.0,0.11364443857894253,0.03131385890085364,0.04170282993514447,0.20976947681180722,0.04068724515727208,0.018049362352762725,0.007121306223726666,0.09000437069615931,0.03725917202968409,0.0007674897313535984,0.00022081430247179485,0.0,9.776095221960147e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.3072170408226826,0.0,0.03040787382699381,0.0425890564935095,0.020392905551367354,0.026753495498810124,0.30743074771557927,0.016746088582021396,0.016907435602641116,0.16436470793660898,0.06340204814654556,0.00132367857337923,0.0017193070366647606,0.0,0.0007456142131963977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
